AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Species	Lineage	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
AFZ30386.1	<-ABC-ATPase||?-><-?<-Thioredoxin:trxA<-PspA*<-PspA	PspA_IM30	-	PspA_IM30	257	Glo7428_1837	Gloeocapsa sp PCC 7428	bacteria>cyanobacteria	phage shock protein A (PspA) family protein [Gloeocapsa sp. PCC 7428]	428264440	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-ABC-ATPase||?-><-?<-Thioredoxin:trxA<-PspA*<-PspA	PspA_IM30	 ABC-ATPase ? ? Thioredoxin:trxA PspA* PspA
AGH78486.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	XAC29_15295	Xanthomonas axonopodis Xac291	bacteria>proteobacteria>gammaproteobacteria	hypothetical protein XAC29_15295 [Xanthomonas axonopodis Xac29-1]	469768069	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
AGI09063.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	pspA	Xanthomonas citri subsp citri Aw12879	bacteria>proteobacteria>gammaproteobacteria	Phage shock protein A (IM30), suppresses sigma54-dependent transcription [Xanthomonas citri subsp. citri Aw12879]	471212313	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
AJE86088.1	PspA*->X?-><-?||LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	SIG	PspA_IM30	257	SLNWT_5712	Streptomyces albus	bacteria>actinobacteria	transcription regulator [Streptomyces albus]	749180342	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?-><-?||LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? ? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
AJQ84290.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	AZ54_18265	Xanthomonas oryzae pv oryzae PXO86	bacteria>proteobacteria>gammaproteobacteria	hypothetical protein AZ54_18265 [Xanthomonas oryzae pv. oryzae PXO86]	765202992	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
AJW39335.1	<-PspM:SIG+TMs<-PspA*<-ClgR:HTH	PspA_IM30	-	PspA_IM30	257	NY08_1305	Rhodococcus sp B7740	bacteria>actinobacteria	Phage shock protein A, suppresses sigma54-dependent transcription [Rhodococcus sp. B7740]	769528233	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspM:SIG+TMs<-PspA*<-ClgR:HTH	PspA_IM30	 PspM:SIG+TMs PspA* ClgR:HTH
AOD15720.1	<-PspA*<-DUF2170<-?<-?||?->?->?->?->SIG+TMs-MFS:EmrB->	PspA_IM30	SIG	PspA_IM30	257	BER92_14660	Xanthomonas fragariae	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas fragariae]	1052529169	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspA*<-DUF2170<-?<-?||?->?->?->?->SIG+TMs-MFS:EmrB->	PspA_IM30	 PspA* DUF2170 ? ? ? ? ? ? SIG+TMs-MFS:EmrB 
AOD19133.1	<-PspA*<-DUF2170<-?<-?||?->?->?->?->SIG+TMs-MFS:EmrB->	PspA_IM30	SIG	PspA_IM30	257	BER93_14695	Xanthomonas fragariae	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas fragariae]	1052532585	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspA*<-DUF2170<-?<-?||?->?->?->?->SIG+TMs-MFS:EmrB->	PspA_IM30	 PspA* DUF2170 ? ? ? ? ? ? SIG+TMs-MFS:EmrB 
AOU80389.1	PspA*->X?-><-?||LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	SIG	PspA_IM30	257	SLNHY_5698	Streptomyces albus	bacteria>actinobacteria	transcription regulator [Streptomyces albus]	1073943632	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?-><-?||LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? ? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
AOY62230.1	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	BHE84_08715	Xanthomonas axonopodis pv glycines str 8ra	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas axonopodis pv. glycines str. 8ra]	1092208296	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 DUF2491 SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
AOY66587.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	BHE83_08440	Xanthomonas campestris pv vesicatoria str 8510	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas campestris pv. vesicatoria str. 85-10]	1092213146	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
APR10254.1	DUF2170->PspA*->SIG+Ion_trans_2->PSE->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	BI314_08800	Xanthomonas citri pv citri	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas citri pv. citri]	1125886003	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->PSE->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 PSE SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
APR14501.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	BI315_06100	Xanthomonas citri pv citri	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas citri pv. citri]	1125890253	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
APR21051.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-PSE<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	BI316_17490	Xanthomonas citri pv citri	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas citri pv. citri]	1125896807	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-PSE<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 PSE SIG+Ion_trans_2 PspA* DUF2170
APR22931.1	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	BJD09_00475	Xanthomonas citri pv citri	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas citri pv. citri]	1125898691	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 DUF2491 SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
APY88685.1	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	SIG	PspA_IM30	257	A7J05_26040	Streptomyces silaceus	bacteria>actinobacteria	phage shock protein A [Streptomyces silaceus]	1137367770	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
AQS78140.1	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	XPE_19425	Xanthomonas perforans 91118	bacteria>proteobacteria>gammaproteobacteria	PspA-IM30 family protein [Xanthomonas perforans 91-118]	1148992417	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 DUF2491 SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
BAD78933.1	PspA*->PspA->	PspA_IM30	-	PspA_IM30	257	syc0743_d	Synechococcus elongatus PCC 6301	bacteria>cyanobacteria	similar to chloroplast membrane-associated 30 kD protein [Synechococcus elongatus PCC 6301]	56685711	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	PspA*->PspA->	PspA_IM30	PspA* PspA 
BAE67902.1	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	XOO1147	Xanthomonas oryzae pv oryzae MAFF 311018	bacteria>proteobacteria>gammaproteobacteria	conserved hypothetical protein [Xanthomonas oryzae pv. oryzae MAFF 311018]	84366744	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 DUF2491 SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
CAJ24888.1	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	257	XCV3157	Xanthomonas campestris pv vesicatoria str 8510	bacteria>proteobacteria>gammaproteobacteria	putative PspA/IM30 family protein [Xanthomonas campestris pv. vesicatoria str. 85-10]	78037143	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-SpermGS-ATPgrasp<-SIG+DUF1190<-SIG+TMs-DUF350<-DUF2491<-SIG+Ion_trans_2<-PspA*<-DUF2170	PspA_IM30	 SpermGS-ATPgrasp SIG+DUF1190 SIG+TMs-DUF350 DUF2491 SIG+Ion_trans_2 PspA* DUF2170
CBG73717.1	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	SIG	PspA_IM30	257	SCAB_67181	Streptomyces scabiei 8722	bacteria>actinobacteria	conserved hypothetical protein [Streptomyces scabiei 87.22]	260650601	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
CDF61188.1	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	SIG	PspA_IM30	257	XFF4834R_chr16200	Xanthomonas fuscans subsp fuscans	bacteria>proteobacteria>gammaproteobacteria	putative PspA/IM30 family protein [Xanthomonas fuscans subsp. fuscans]	549145469	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	DUF2170->PspA*->SIG+Ion_trans_2->DUF2491->SIG+TMs-DUF350->SIG+DUF1190->SpermGS-ATPgrasp->	PspA_IM30	DUF2170 PspA* SIG+Ion_trans_2 DUF2491 SIG+TMs-DUF350 SIG+DUF1190 SpermGS-ATPgrasp 
KEF43154.1	PspA*->Thioredoxin:trxA->	PspA_IM30	-	PspA_IM30	257	ER33_02830	Cyanobium sp CACIAM 14	bacteria>cyanobacteria	membrane protein [Cyanobium sp. CACIAM 14]	656720458	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	PspA*->Thioredoxin:trxA->	PspA_IM30	PspA* Thioredoxin:trxA 
KRO93733.1	<-Thioredoxin:trxA<-PspA*	PspA_IM30	SIG	PspA_IM30	257	ABR96_05220	cyanobacterium BACL30 MAG120619bin27	bacteria>cyanobacteria	hypothetical protein ABR96_05220 [cyanobacterium BACL30 MAG-120619-bin27]	949108845	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-Thioredoxin:trxA<-PspA*	PspA_IM30	 Thioredoxin:trxA PspA*
ACZ23042.1	PspA*->	PspA_IM30	SIG	PspA_IM30	256	Sked_31450	Sanguibacter keddieii DSM 10542	bacteria>actinobacteria	phage shock protein A (IM30), suppresses sigma54-dependent transcription [Sanguibacter keddieii DSM 10542]	269098606	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->	PspA_IM30	PspA* 
ACZ31941.1	PspA*->	PspA_IM30	-	PspA_IM30	256	Xcel_2934	Xylanimonas cellulosilytica DSM 15894	bacteria>actinobacteria	phage shock protein A, PspA [Xylanimonas cellulosilytica DSM 15894]	269306391	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->	PspA_IM30	PspA* 
ADI63315.1	<-PspA*<-PspA<-TM?	PspA_IM30	-	PspA_IM30	256	Aazo_0913	Nostoc azollae 0708	bacteria>cyanobacteria	phage shock protein A, PspA ['Nostoc azollae' 0708]	298232179	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-PspA*<-PspA<-TM?	PspA_IM30	 PspA* PspA TM?
AFZ14665.1	<-Thioredoxin:trxA<-PspA*<-PspA<-TM?	PspA_IM30	-	PspA_IM30	256	Cri9333_3856	Crinalium epipsammum PCC 9333	bacteria>cyanobacteria	phage shock protein A (PspA) family protein [Crinalium epipsammum PCC 9333]	428248885	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-Thioredoxin:trxA<-PspA*<-PspA<-TM?	PspA_IM30	 Thioredoxin:trxA PspA* PspA TM?
AFZ34509.1	<-Thioredoxin:trxA<-PspA*	PspA_IM30	-	PspA_IM30	256	Sta7437_0927	Stanieria cyanosphaera PCC 7437	bacteria>cyanobacteria	phage shock protein A (PspA) family protein [Stanieria cyanosphaera PCC 7437]	428268568	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-Thioredoxin:trxA<-PspA*	PspA_IM30	 Thioredoxin:trxA PspA*
AJP01698.1	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	256	TU94_09430	Streptomyces cyaneogriseus subsp noncyanogenus	bacteria>actinobacteria	phage-shock protein [Streptomyces cyaneogriseus subsp. noncyanogenus]	758856542	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	 LiaR:REC+HTH LiaS:SIG+TMs+HisKin X? PspA*
ALB02818.1	<-PspA*	PspA_IM30	-	PspA_IM30	256	KPaMU14_03645	Kocuria palustris	bacteria>actinobacteria	hypothetical protein KPaMU14_03645 [Kocuria palustris]	923034078	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
AMW10029.1	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	256	A4E84_11200	Streptomyces sp S102016	bacteria>actinobacteria	phage shock protein A [Streptomyces sp. S10(2016)]	1015639171	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	 LiaR:REC+HTH LiaS:SIG+TMs+HisKin X? PspA*
BAC73747.1	PspA*->X?->	PspA_IM30	SIG	PspA_IM30	256	pspA	Streptomyces avermitilis MA4680 NBRC 14893	bacteria>actinobacteria	putative phage shock protein A [Streptomyces avermitilis MA-4680 = NBRC 14893]	29609698	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?->	PspA_IM30	PspA* X? 
BAG22170.1	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	SIG	PspA_IM30	256	SGR_5341	Streptomyces griseus subsp griseus NBRC 13350	bacteria>actinobacteria	putative phage shock protein A [Streptomyces griseus subsp. griseus NBRC 13350]	178467650	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	PspA*->X?->LiaS:SIG+TMs+HisKin->LiaR:REC+HTH->	PspA_IM30	PspA* X? LiaS:SIG+TMs+HisKin LiaR:REC+HTH 
BAU41539.1	<-Thioredoxin:trxA<-PspA*	PspA_IM30	SIG	PspA_IM30	256	O77CONTIG1_01349	Leptolyngbya sp O77	bacteria>cyanobacteria	hypothetical protein O77CONTIG1_01349 [Leptolyngbya sp. O-77]	984536559	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-Thioredoxin:trxA<-PspA*	PspA_IM30	 Thioredoxin:trxA PspA*
XP_009033281.1	<-PspA*	PspA_IM30	SIG	PspA_IM30	256	AURANDRAFT_19943	Aureococcus anophagefferens	eukaryota>stramenopiles	hypothetical protein AURANDRAFT_19943 [Aureococcus anophagefferens]	676380005	eukaryota>sar>stramenopiles	eukaryota>sar>stramenopiles	eukaryota	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
ACV02720.1	PspA*->	PspA_IM30	-	PspA_IM30	255	Cyan8802_3916	Cyanothece sp PCC 8802	bacteria>cyanobacteria	phage shock protein A, PspA [Cyanothece sp. PCC 8802]	256591833	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	PspA*->	PspA_IM30	PspA* 
AFR06247.1	<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	255	B005_0122	Nocardiopsis alba ATCC BAA2165	bacteria>actinobacteria	pspA/IM30 family protein [Nocardiopsis alba ATCC BAA-2165]	402798837	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-X?<-PspA*	PspA_IM30	 X? PspA*
ALN94241.1	<-PspA*<-DUF2170	PspA_IM30	SIG	PspA_IM30	255	LG3211_5309	Lysobacter gummosus	bacteria>proteobacteria>gammaproteobacteria	pspA/IM30 family protein [Lysobacter gummosus]	951721169	bacteria>proteobacteria>gammaproteobacteria	bacteria>proteobacteria>gammaproteobacteria	bacteria	PspA_IM30	<-PspA*<-DUF2170	PspA_IM30	 PspA* DUF2170
ALX04126.1	<-PspA*<-?<-?<-?<-?<-LiaR:REC+HTH	PspA_IM30	-	PspA_IM30	255	AERYTH_05130	Aeromicrobium erythreum	bacteria>actinobacteria	hypothetical protein AERYTH_05130 [Aeromicrobium erythreum]	973194208	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-PspA*<-?<-?<-?<-?<-LiaR:REC+HTH	PspA_IM30	 PspA* ? ? ? ? LiaR:REC+HTH
AMV36918.1	PspA*->Classical-AAA->	PspA_IM30	SIG	PspA_IM30	255	VT85_05770	Planctomyces sp SHPL62	bacteria>planctomycetes	PspA/IM30 family protein [Planctomyces sp. SH-PL62]	1015455136	bacteria>pvc group	bacteria>pvc group>planctomycetes	bacteria	PspA_IM30	PspA*->Classical-AAA->	PspA_IM30	PspA* Classical-AAA 
ANS64723.1	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	255	SLINC_2499	Streptomyces lincolnensis	bacteria>actinobacteria	phage shock protein A [Streptomyces lincolnensis]	1043635776	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-LiaR:REC+HTH<-LiaS:SIG+TMs+HisKin<-X?<-PspA*	PspA_IM30	 LiaR:REC+HTH LiaS:SIG+TMs+HisKin X? PspA*
AOW99892.1	<-PspA*<-?<-PspA<-TM?	PspA_IM30	-	PspA_IM30	255	BJP34_10895	Moorea producens PAL815081	bacteria>cyanobacteria	hypothetical protein BJP34_10895 [Moorea producens PAL-8-15-08-1]	1082410288	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-PspA*<-?<-PspA<-TM?	PspA_IM30	 PspA* ? PspA TM?
KKZ14469.1	<-PspA*	PspA_IM30	SIG	PspA_IM30	255	TQ37_01125	Candidatus Synechococcus spongiarum 15L	bacteria>cyanobacteria	membrane protein [Candidatus Synechococcus spongiarum 15L]	821252460	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
OIP72622.1	<-PspA*	PspA_IM30	-	PspA_IM30	255	AUK48_11115	Oscillatoriales cyanobacterium CG2_30_44_21	bacteria>cyanobacteria	hypothetical protein AUK48_11115 [Oscillatoriales cyanobacterium CG2_30_44_21]	1101224347	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-PspA*	PspA_IM30	 PspA*
ABW11964.1	<-Y?<-HtpX:SIG+TMs-Metallopeptidase<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	254	Franean1_2534	Frankia sp EAN1pec	bacteria>actinobacteria	phage shock protein A, PspA [Frankia sp. EAN1pec]	158109767	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-Y?<-HtpX:SIG+TMs-Metallopeptidase<-X?<-PspA*	PspA_IM30	 Y? HtpX:SIG+TMs-Metallopeptidase X? PspA*
AEX42971.1	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	SIG	PspA_IM30	254	CD31A_2306	Corynebacterium diphtheriae 31A	bacteria>actinobacteria	hypothetical protein CD31A_2306 [Corynebacterium diphtheriae 31A]	371579303	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	NYN PspA* Thioredoxin:trxA
AEX49782.1	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	SIG	PspA_IM30	254	CDBH8_2269	Corynebacterium diphtheriae BH8	bacteria>actinobacteria	hypothetical protein CDBH8_2269 [Corynebacterium diphtheriae BH8]	371586117	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	NYN PspA* Thioredoxin:trxA
AEX68441.1	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	SIG	PspA_IM30	254	CDC7B_2256	Corynebacterium diphtheriae C7 beta	bacteria>actinobacteria	hypothetical protein CDC7B_2256 [Corynebacterium diphtheriae C7 (beta)]	372104844	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	NYN PspA* Thioredoxin:trxA
AEX70890.1	<-ABC-ATPase<-?<-?||NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	SIG	PspA_IM30	254	CDPW8_2247	Corynebacterium diphtheriae PW8	bacteria>actinobacteria	hypothetical protein CDPW8_2247 [Corynebacterium diphtheriae PW8]	372118420	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-ABC-ATPase<-?<-?||NYN-><-PspA*<-Thioredoxin:trxA	PspA_IM30	 ABC-ATPase ? ? NYN PspA* Thioredoxin:trxA
AEY88919.1	<-X?<-PspA*	PspA_IM30	SIG	PspA_IM30	254	SHJG_3647	Streptomyces hygroscopicus subsp jinggangensis 5008	bacteria>actinobacteria	phage shock protein A [Streptomyces hygroscopicus subsp. jinggangensis 5008]	374100035	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspA_IM30	<-X?<-PspA*	PspA_IM30	 X? PspA*
AFY85396.1	<-PspA*<-PspA	PspA_IM30	-	PspA_IM30	254	Oscil6304_5933	Oscillatoria acuminata PCC 6304	bacteria>cyanobacteria	phage shock protein A (IM30), suppresses sigma54-dependent transcription [Oscillatoria acuminata PCC 6304]	428004553	bacteria>cyanobacteria	bacteria>cyanobacteria	bacteria	PspA_IM30	<-PspA*<-PspA	PspA_IM30	 PspA* PspA
