AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_018112852.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+CALCOCO1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1208	LOC108713780	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018112851.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+CALCOCO1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1217	LOC108713780	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018112850.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+CALCOCO1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1229	LOC108713780	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018112848.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+CALCOCO1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1238	LOC108713780	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
NP_001088956.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+CALCOCO1+SAM_1+SAM_1+SAM_2	EP1+PspA+SAM+SAM+SAM	1208	ppfia1.S	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_017210555.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SIG+DUF5401+SAM_1+SAM_1+SAM_2	SIG+EP1+SAM+SAM+SAM	1213	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
NP_001104714.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1194	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
NP_001038576.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1236	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298684.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1248	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298683.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1253	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298682.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1255	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_005164943.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1258	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298681.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1267	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298679.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1272	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298677.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1273	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298676.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1273	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009298674.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1274	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_003198161.2	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1226	ppfia3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017213667.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1197	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009304268.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1201	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009304267.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1206	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
NP_001093621.2	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1211	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009304266.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1213	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017321739.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1196	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321737.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1197	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321736.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1201	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321735.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1219	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321734.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1222	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321733.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1226	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321732.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1227	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321731.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1230	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321730.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1230	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017321729.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM	1231	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017339005.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1155	ppfia3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017338997.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1217	ppfia3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017338981.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1217	ppfia3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017338990.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1217	ppfia3	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306429.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1188	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306428.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1191	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306427.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1193	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306426.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1196	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306425.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1197	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017306424.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1200	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_003965062.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+ERM+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1223	LOC101066647	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_003961340.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1219	LOC101073574	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608086.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1216	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608085.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1220	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608084.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1221	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608083.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1231	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608088.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1235	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608082.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1237	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608079.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1239	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608081.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1239	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608078.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1241	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011612572.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1069	ppfia4	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	-
XP_011608087.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1214	ppfia1	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	GCF_901000725.2
XP_003972764.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1236	ppfia2	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Takifugu rubripes	GCF_901000725.2
CAF92909.1	EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*	DUF5401+ERM+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1316	GSTEN:00008341:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
CAF95759.1	EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1225	GSTEN:00012532:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
CAF96820.1	EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*	DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1019	GSTEN:00013987:G:001	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Tetraodon nigroviridis	GCA_000180735.1
EFX90444.1	EP1+SAM+SAM+SAM	<-EP1+SAM+SAM+SAM*	APG6+DUF5401+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	998	DAPPUDRAFT_186887	eukaryota>metazoa>crustacea	Daphnia pulex	GCA_000187875.1
XP_006811750.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1	EP1+SAM+SAM	1128	LOC100329039	eukaryota>metazoa>hemichordata	Saccoglossus kowalevskii	GCF_000003605.2
XP_006563074.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	SidE+SAM+SAM+SAM	1278	LOC409902	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_019696706.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1208	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696695.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1291	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696696.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF3584+SAM_1+SAM_1+SAM_2	SidE+SAM+SAM+SAM	1291	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696692.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696694.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696693.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696691.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696688.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696689.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_019696690.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SMC_N+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1292	LOC105182679	eukaryota>metazoa>hexapoda	Harpegnathos saltator	-
XP_015837306.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Muted+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM+SAM	1160	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837307.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+MscS_porin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1179	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_008199491.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Muted+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM	1179	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_008199490.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Muted+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM	1180	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837294.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+SCP-1+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1181	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837292.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1183	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837290.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	SIG+DUF5401+Muted+SAM_1+SAM_1+SAM_2	SIG+EP1+SAM+SAM+SAM	1186	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837286.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1190	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_008199488.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1193	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837283.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1194	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_008199485.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+EP1+SAM+SAM+SAM	1196	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_008199483.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+UPF0242+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1199	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837271.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1206	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837268.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1208	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837267.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1209	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837266.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1210	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837264.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1211	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_015837260.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	DUF5401+Lebercilin+SAM_1+SAM_1+SAM_2	EP1+SAM+SAM+SAM	1213	LOC658901	eukaryota>metazoa>hexapoda	Tribolium castaneum	GCF_000002335.3
XP_019930248.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	SIGMA-HTH+SAM+SAM+SAM	1110	LOC105346576	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_011453515.1	EP1+SAM+SAM+SAM	EP1+SAM+SAM+SAM*->	CCDC158+SAM_1+SAM_1+SAM_2	SidE+SAM+SAM+SAM	1112	LOC105346576	eukaryota>metazoa>mollusca	Crassostrea gigas	GCF_000297895.1
XP_013774304.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+KELK+SMC_N+C1_1+CNH+SSDP	CR-Kinase+WXG+EP1+C1+PH	1713	LOC106459248	eukaryota>metazoa	Limulus polyphemus	GCF_000517525.1
XP_013414275.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1734	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414274.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1771	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414273.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1786	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414272.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1788	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414271.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1788	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414270.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1792	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414269.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1792	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
XP_013414268.1	CR-Kinase+EP1+C1+PH	CR-Kinase+EP1+C1+PH*->	Pkinase+Pkinase_C+DUF2046+KELK+SCP-1+C1_1+CNH+PBD	CR-Kinase+SidE+C1+PH	1815	LOC106176436	eukaryota>metazoa	Lingula anatina	GCF_001039355.2
